

USBR Pacific Northwest Region
Hydromet/AgriMet Data Access

Although the US Bureau of Reclamation makes efforts to maintain the accuracy
of data found in the Hydromet system databases, the data is largely unverified
and should be considered preliminary and subject to change.  Data and services
are provided with the express understanding that the United States Government
makes no warranties, expressed or implied, concerning the accuracy, complete-
ness, usability or suitability for any particular purpose of the information
or data obtained by access to this computer system, and the United States
shall be under no liability whatsoever to any individual or group entity by
reason of any use made thereof. 

BEGIN DATA
DATE       TIME ,  COVM    OBM     ,  COVM    TU      ,  COVM    UI      ,  COVM    SQ      ,  COVM    PC      ,  COVM    SL      ,  COVM    ZA      ,  COVM    SW      ,  COVM    SV      
12/01/2024 10:00,      30.98 ,      67.54 ,    4946.00 ,    1683.00 ,       6.02 ,,      32.91 ,      37.20 ,      37.42 
12/01/2024 11:00,      33.47 ,      66.87 ,    4947.00 ,    1692.00 ,       6.02 ,,      32.91 ,      37.20 ,      37.42 
12/01/2024 12:00,      36.24 ,      57.92 ,    4949.00 ,    1712.00 ,       6.01 ,,      32.98 ,      37.16 ,      37.49 
12/01/2024 13:00,      40.95 ,      48.21 ,    4950.00 ,    1741.00 ,       6.01 ,,      33.06 ,      37.24 ,      37.46 
12/01/2024 14:00,      43.09 ,      42.54 ,    4951.00 ,    1766.00 ,       6.01 ,,      33.36 ,      37.31 ,      37.42 
12/01/2024 15:00,      43.37 ,      41.55 ,    4954.00 ,    1786.00 ,       6.01 ,,      33.98 ,      37.50 ,      37.50 
12/01/2024 16:00,      43.47 ,      41.22 ,    4955.00 ,    1798.00 ,       6.01 ,,      34.60 ,      38.01 ,      37.68 
12/01/2024 17:00,      38.52 ,      49.38 ,    4955.00 ,    1800.00 ,       6.01 ,,      34.93 ,      38.33 ,      37.89 
12/01/2024 18:00,      31.13 ,      66.32 ,    4957.00 ,    1800.00 ,       6.01 ,,      34.63 ,      38.37 ,      38.04 
12/01/2024 19:00,      26.55 ,      78.48 ,    4959.00 ,    1800.00 ,       6.01 ,,      34.35 ,      38.30 ,      38.08 
12/01/2024 20:00,      25.76 ,      79.44 ,    4961.00 ,    1800.00 ,       6.01 ,,      34.17 ,      38.24 ,      38.13 
12/01/2024 21:00,      30.57 ,      65.97 ,    4962.00 ,    1800.00 ,       6.01 ,,      33.85 ,      38.03 ,      38.14 
12/01/2024 22:00,      27.15 ,      73.67 ,    4963.00 ,    1800.00 ,       6.01 ,,      33.77 ,      37.95 ,      38.06 
12/01/2024 23:00,      25.83 ,      76.97 ,    4964.00 ,    1800.00 ,       6.01 ,,      33.57 ,      37.86 ,      37.97 
12/02/2024 00:00,      27.07 ,      74.26 ,    4964.00 ,    1800.00 ,       6.01 ,,      33.35 ,      37.75 ,      37.97 
12/02/2024 01:00,      22.56 ,      85.20 ,    4965.00 ,    1800.00 ,       6.01 ,,      33.26 ,      37.55 ,      37.88 
12/02/2024 02:00,      23.14 ,      82.70 ,    4966.00 ,    1800.00 ,       6.01 ,,      33.16 ,      37.45 ,      37.78 
12/02/2024 03:00,      20.50 ,      87.40 ,    4967.00 ,    1800.00 ,       6.01 ,,      32.95 ,      37.36 ,      37.69 
12/02/2024 04:00,      23.64 ,      81.50 ,    4968.00 ,    1800.00 ,       6.01 ,,      32.84 ,      37.25 ,      37.58 
12/02/2024 05:00,      19.07 ,      89.10 ,    4969.00 ,    1800.00 ,       6.01 ,,      32.73 ,      37.14 ,      37.58 
12/02/2024 06:00,      20.73 ,      86.20 ,    4969.00 ,    1800.00 ,       6.01 ,,      32.62 ,      37.03 ,      37.47 
12/02/2024 07:00,      18.89 ,      88.50 ,    4970.00 ,    1800.00 ,       6.01 ,,      32.42 ,      36.94 ,      37.38 
12/02/2024 08:00,      21.77 ,      83.10 ,    4972.00 ,    1800.00 ,       6.01 ,,      32.32 ,      36.83 ,      37.27 
12/02/2024 09:00,      21.33 ,      86.90 ,    4973.00 ,    1803.00 ,       6.02 ,,      32.34 ,      36.74 ,      37.18 
12/02/2024 10:00,      27.63 ,      78.85 ,    4973.00 ,    1817.00 ,       6.01 ,,      32.20 ,      36.60 ,      37.15 
12/02/2024 11:00,      30.32 ,      73.94 ,    4975.00 ,    1837.00 ,       6.01 ,,      32.17 ,      36.58 ,      37.13 
12/02/2024 12:00,      33.98 ,      65.51 ,    4977.00 ,    1863.00 ,       6.01 ,,      32.25 ,      36.54 ,      36.98 
12/02/2024 13:00,      37.10 ,      59.44 ,    4979.00 ,    1891.00 ,       6.01 ,,      32.20 ,      36.49 ,      36.93 
12/02/2024 14:00,      39.70 ,      54.85 ,    4981.00 ,    1916.00 ,       6.01 ,,      32.29 ,      36.58 ,      36.91 
12/02/2024 15:00,      41.15 ,      52.66 ,    4984.00 ,    1936.00 ,       6.01 ,,      32.37 ,      36.55 ,      36.88 
12/02/2024 16:00,      40.45 ,      54.98 ,    4985.00 ,    1948.00 ,       6.01 ,,      32.45 ,      36.51 ,      36.95 
12/02/2024 17:00,      34.83 ,      63.88 ,    4986.00 ,    1950.00 ,       6.01 ,,      32.44 ,      36.51 ,      36.84 
12/02/2024 18:00,      31.46 ,      70.77 ,    4988.00 ,    1950.00 ,       6.01 ,,      32.45 ,      36.52 ,      36.85 
12/02/2024 19:00,      28.19 ,      79.91 ,    4990.00 ,    1950.00 ,       6.01 ,,      32.51 ,      36.58 ,      36.91 
12/02/2024 20:00,      29.88 ,      75.46 ,    4990.00 ,    1950.00 ,       6.01 ,,      32.53 ,      36.60 ,      36.82 
12/02/2024 21:00,      24.52 ,      85.60 ,    4991.00 ,    1950.00 ,       6.01 ,,      32.55 ,      36.62 ,      36.84 
12/02/2024 22:00,      24.26 ,      86.10 ,    4992.00 ,    1950.00 ,       6.01 ,,      32.58 ,      36.65 ,      36.87 
12/02/2024 23:00,      22.71 ,      86.60 ,    4994.00 ,    1950.00 ,       6.01 ,,      32.48 ,      36.67 ,      36.89 
12/03/2024 00:00,      22.70 ,      89.00 ,    4995.00 ,    1950.00 ,       6.01 ,,      32.50 ,      36.68 ,      36.90 
12/03/2024 01:00,      22.09 ,      90.90 ,    4996.00 ,    1950.00 ,       6.01 ,,      32.29 ,      36.59 ,      36.92 
12/03/2024 02:00,      20.14 ,      90.50 ,    4998.00 ,    1950.00 ,       6.01 ,,      32.29 ,      36.48 ,      36.81 
12/03/2024 03:00,      21.55 ,      91.60 ,    5000.00 ,    1950.00 ,       6.01 ,,      32.07 ,      36.37 ,      36.81 
12/03/2024 04:00,      19.93 ,      92.70 ,    5000.00 ,    1950.00 ,       6.01 ,,      31.96 ,      36.26 ,      36.70 
12/03/2024 05:00,      19.46 ,      93.80 ,    5000.00 ,    1950.00 ,       6.01 ,,      31.87 ,      36.27 ,      36.71 
12/03/2024 06:00,      18.25 ,      93.00 ,    5001.00 ,    1950.00 ,       6.01 ,,      31.89 ,      36.19 ,      36.63 
12/03/2024 07:00,      21.55 ,      92.50 ,    5003.00 ,    1950.00 ,       6.01 ,,      31.68 ,      36.08 ,      36.52 
12/03/2024 08:00,      19.16 ,      93.50 ,    5004.00 ,    1950.00 ,       6.01 ,,      31.57 ,      35.97 ,      36.52 
12/03/2024 09:00,      19.39 ,      92.60 ,    5005.00 ,    1953.00 ,       6.02 ,,      31.46 ,      35.86 ,      36.41 
12/03/2024 10:00,      21.46 ,      91.90 ,    5007.00 ,    1963.00 ,       6.01 ,,      31.35 ,      35.86 ,      36.41 
12/03/2024 11:00,      25.65 ,      89.50 ,    5009.00 ,    1974.00 ,       6.01 ,,      31.32 ,      35.72 ,      36.27 
12/03/2024 12:00,      29.76 ,      82.90 ,    5010.00 ,    2000.00 ,       6.01 ,,      31.30 ,      35.71 ,      36.26 
12/03/2024 13:00,      33.63 ,      74.51 ,    5011.00 ,    2024.00 ,       6.01 ,,      31.37 ,      35.66 ,      36.21 
12/03/2024 14:00,      36.06 ,      69.64 ,    5013.00 ,    2050.00 ,       6.01 ,,      31.56 ,      35.74 ,      36.18 
12/03/2024 15:00,      37.01 ,      66.52 ,    5014.00 ,    2067.00 ,       6.01 ,,      31.65 ,      35.72 ,      36.16 
12/03/2024 16:00,      37.10 ,      66.77 ,    5016.00 ,    2079.00 ,       6.01 ,,      31.73 ,      35.80 ,      36.13 
12/03/2024 17:00,      32.60 ,      75.93 ,    5016.00 ,    2081.00 ,       6.01 ,,      31.72 ,      35.79 ,      36.12 
12/03/2024 18:00,      30.82 ,      79.69 ,    5019.00 ,    2081.00 ,       6.01 ,,      31.85 ,      35.81 ,      36.14 
12/03/2024 19:00,      24.20 ,      88.40 ,    5020.00 ,    2081.00 ,       6.01 ,,      31.87 ,      35.83 ,      36.16 
12/03/2024 20:00,      24.62 ,      90.10 ,    5021.00 ,    2081.00 ,       6.01 ,,      31.91 ,      35.87 ,      36.20 
12/03/2024 21:00,      23.24 ,      91.60 ,    5024.00 ,    2081.00 ,       6.01 ,,      31.81 ,      35.89 ,      36.11 
12/03/2024 22:00,      22.79 ,      89.20 ,    5025.00 ,    2081.00 ,       6.01 ,,      31.84 ,      35.92 ,      36.14 
12/03/2024 23:00,      22.96 ,      92.70 ,    5025.00 ,    2081.00 ,       6.01 ,,      31.74 ,      35.82 ,      36.15 
12/04/2024 00:00,      20.74 ,      93.30 ,    5027.00 ,    2081.00 ,       6.01 ,,      31.52 ,      35.82 ,      36.15 
12/04/2024 01:00,      21.03 ,      93.80 ,    5027.00 ,    2081.00 ,       6.01 ,,      31.42 ,      35.71 ,      36.04 
12/04/2024 02:00,      20.62 ,      94.10 ,    5028.00 ,    2081.00 ,       6.01 ,,      31.23 ,      35.63 ,      36.07 
12/04/2024 03:00,      17.65 ,      92.90 ,    5029.00 ,    2081.00 ,       6.01 ,,      31.02 ,      35.42 ,      35.97 
12/04/2024 04:00,      17.39 ,      93.60 ,    5030.00 ,    2081.00 ,       6.01 ,,      30.80 ,      35.42 ,      35.86 
12/04/2024 05:00,      18.90 ,      94.30 ,    5030.00 ,    2081.00 ,       6.01 ,,      30.58 ,      35.20 ,      35.86 
12/04/2024 06:00,      16.20 ,      93.90 ,    5031.00 ,    2081.00 ,       6.01 ,,      30.37 ,      35.11 ,      35.77 
12/04/2024 07:00,      14.65 ,      92.40 ,    5031.00 ,    2081.00 ,       6.01 ,,      30.16 ,      35.00 ,      35.67 
12/04/2024 08:00,      17.02 ,      95.60 ,    5033.00 ,    2081.00 ,       6.01 ,,      29.94 ,      34.89 ,      35.56 
12/04/2024 09:00,      20.05 ,      94.50 ,    5033.00 ,    2083.00 ,       6.01 ,,      29.83 ,      34.78 ,      35.45 
12/04/2024 10:00,      21.15 ,      95.60 ,    5034.00 ,    2093.00 ,       6.02 ,,      29.83 ,      34.67 ,      35.45 
12/04/2024 11:00,      22.19 ,      95.30 ,    5034.00 ,    2104.00 ,       6.02 ,,      29.92 ,      34.54 ,      35.31 
12/04/2024 12:00,      26.87 ,      96.40 ,    5034.00 ,    2120.00 ,       6.02 ,,      30.11 ,      34.51 ,      35.17 
12/04/2024 13:00,      28.36 ,      95.50 ,    5036.00 ,    2147.00 ,       6.02 ,,      30.42 ,      34.61 ,      35.16 
12/04/2024 14:00,      32.89 ,      79.22 ,    5040.00 ,    2174.00 ,       6.02 ,,      30.60 ,      34.67 ,      35.11 
12/04/2024 15:00,      34.49 ,      73.51 ,    5042.00 ,    2191.00 ,       6.02 ,,      30.89 ,      34.74 ,      35.18 
12/04/2024 16:00,      35.08 ,      71.59 ,    5044.00 ,    2204.00 ,       6.01 ,,      30.99 ,      34.84 ,      35.17 
12/04/2024 17:00,      30.61 ,      79.24 ,    5044.00 ,    2207.00 ,       6.01 ,,      31.08 ,      34.82 ,      35.15 
12/04/2024 18:00,      27.84 ,      83.60 ,    5046.00 ,    2207.00 ,       6.01 ,,      31.21 ,      34.95 ,      35.17 
12/04/2024 19:00,      25.30 ,      88.80 ,    5046.00 ,    2207.00 ,       6.01 ,,      31.21 ,      34.95 ,      35.17 
12/04/2024 20:00,      23.08 ,      89.50 ,    5047.00 ,    2207.00 ,       6.01 ,,      31.26 ,      35.00 ,      35.22 
12/04/2024 21:00,      26.64 ,      90.80 ,    5049.00 ,    2207.00 ,       6.01 ,,      31.06 ,      35.03 ,      35.25 
12/04/2024 22:00,      23.87 ,      92.60 ,    5049.00 ,    2207.00 ,       6.01 ,,      30.97 ,      34.94 ,      35.16 
12/04/2024 23:00,      20.62 ,      92.90 ,    5051.00 ,    2207.00 ,       6.01 ,,      30.75 ,      34.94 ,      35.16 
12/05/2024 00:00,      21.36 ,      92.80 ,    5051.00 ,    2207.00 ,       6.01 ,,      30.54 ,      34.83 ,      35.16 
12/05/2024 01:00,      21.17 ,      91.10 ,    5052.00 ,    2207.00 ,       6.01 ,,      30.34 ,      34.75 ,      35.08 
12/05/2024 02:00,      18.31 ,      95.20 ,    5052.00 ,    2207.00 ,       6.01 ,,      30.14 ,      34.54 ,      34.98 
12/05/2024 03:00,      17.75 ,      94.40 ,    5052.00 ,    2207.00 ,       6.01 ,,      29.81 ,      34.43 ,      34.98 
12/05/2024 04:00,      16.39 ,      93.50 ,    5052.00 ,    2207.00 ,       6.01 ,,      29.60 ,      34.22 ,      34.88 
12/05/2024 05:00,      15.79 ,      95.60 ,    5053.00 ,    2207.00 ,       6.01 ,,      29.28 ,      34.12 ,      34.78 
12/05/2024 06:00,      16.25 ,      93.80 ,    5054.00 ,    2207.00 ,       6.01 ,,      29.17 ,      33.90 ,      34.67 
12/05/2024 07:00,      18.83 ,      95.50 ,    5055.00 ,    2207.00 ,       6.01 ,,      28.95 ,      33.79 ,      34.56 
12/05/2024 08:00,      18.66 ,      94.30 ,    5055.00 ,    2207.00 ,       6.01 ,,      28.95 ,      33.68 ,      34.45 
12/05/2024 09:00,      19.25 ,      94.70 ,    5056.00 ,    2208.00 ,       6.02 ,,      28.95 ,      33.57 ,      34.34 
12/05/2024 10:00,      18.83 ,      94.20 ,    5057.00 ,    2214.00 ,       6.01 ,,      29.04 ,      33.56 ,      34.22 
12/05/2024 11:00,      21.49 ,      95.80 ,    5057.00 ,    2226.00 ,       6.02 ,,      29.15 ,      33.44 ,      34.21 
12/05/2024 12:00,      22.16 ,      95.70 ,    5059.00 ,    2240.00 ,       6.02 ,,      29.36 ,      33.54 ,      34.09 
12/05/2024 13:00,      22.84 ,      95.90 ,    5061.00 ,    2253.00 ,       6.01 ,,      29.65 ,      33.62 ,      34.06 
12/05/2024 14:00,      24.17 ,      95.90 ,    5061.00 ,    2265.00 ,       6.01 ,,      29.87 ,      33.73 ,      34.06 
12/05/2024 15:00,      24.49 ,      96.10 ,    5062.00 ,    2275.00 ,       6.01 ,,      30.09 ,      33.84 ,      34.17 
12/05/2024 16:00,      23.92 ,      96.00 ,    5062.00 ,    2280.00 ,       6.01 ,,      30.31 ,      34.06 ,      34.17 
12/05/2024 17:00,      23.09 ,      95.30 ,    5062.00 ,    2281.00 ,       6.01 ,,      30.53 ,      34.05 ,      34.17 
12/05/2024 18:00,      21.29 ,      94.80 ,    5064.00 ,    2281.00 ,       6.01 ,,      30.53 ,      34.17 ,      34.28 
12/05/2024 19:00,      18.43 ,      93.80 ,    5064.00 ,    2281.00 ,       6.01 ,,      30.53 ,      34.28 ,      34.28 
12/05/2024 20:00,      17.87 ,      93.30 ,    5065.00 ,    2281.00 ,       6.01 ,,      30.44 ,      34.29 ,      34.29 
12/05/2024 21:00,      16.56 ,      92.10 ,    5065.00 ,    2281.00 ,       6.01 ,,      30.25 ,      34.21 ,      34.32 
12/05/2024 22:00,      15.15 ,      92.60 ,    5065.00 ,    2281.00 ,       6.01 ,,      30.03 ,      34.10 ,      34.32 
12/05/2024 23:00,      15.34 ,      93.10 ,    5066.00 ,    2281.00 ,       6.01 ,,      29.72 ,      33.90 ,      34.23 
12/06/2024 00:00,      15.07 ,      92.10 ,    5066.00 ,    2281.00 ,       6.01 ,,      29.39 ,      33.80 ,      34.13 
12/06/2024 01:00,      13.95 ,      91.90 ,    5066.00 ,    2281.00 ,       6.01 ,,      29.18 ,      33.70 ,      34.14 
12/06/2024 02:00,      13.74 ,      92.20 ,    5066.00 ,    2281.00 ,       6.01 ,,      28.97 ,      33.49 ,      34.04 
12/06/2024 03:00,      13.14 ,      92.00 ,    5068.00 ,    2281.00 ,       6.01 ,,      28.75 ,      33.27 ,      33.93 
12/06/2024 04:00,      13.28 ,      91.20 ,    5068.00 ,    2281.00 ,       6.01 ,,      28.64 ,      33.16 ,      33.82 
12/06/2024 05:00,      14.19 ,      92.30 ,    5068.00 ,    2281.00 ,       6.01 ,,      28.42 ,      33.04 ,      33.71 
12/06/2024 06:00,      12.61 ,      90.80 ,    5068.00 ,    2281.00 ,       6.01 ,,      28.20 ,      32.82 ,      33.60 
12/06/2024 07:00,      14.54 ,      91.80 ,    5068.00 ,    2281.00 ,       6.01 ,,      27.98 ,      32.71 ,      33.49 
12/06/2024 08:00,      12.82 ,      91.00 ,    5070.00 ,    2281.00 ,       6.01 ,,      27.87 ,      32.60 ,      33.38 
12/06/2024 09:00,      13.15 ,      91.90 ,    5070.00 ,    2283.00 ,       6.01 ,,      27.76 ,      32.38 ,      33.27 
12/06/2024 10:00,      15.72 ,      92.30 ,    5070.00 ,    2289.00 ,       6.01 ,,      27.65 ,      32.27 ,      33.16 
12/06/2024 11:00,      18.73 ,      92.70 ,    5071.00 ,    2305.00 ,       6.02 ,,      27.87 ,      32.27 ,      33.04 
12/06/2024 12:00,      20.21 ,      94.20 ,    5071.00 ,    2319.00 ,       6.02 ,,      28.28 ,      32.24 ,      32.90 
12/06/2024 13:00,      23.96 ,      95.00 ,    5072.00 ,    2340.00 ,       6.02 ,,      28.59 ,      32.45 ,      32.89 
12/06/2024 14:00,      27.90 ,      95.60 ,    5073.00 ,    2362.00 ,       6.02 ,,      28.99 ,      32.62 ,      32.96 
12/06/2024 15:00,      29.30 ,      95.70 ,    5074.00 ,    2378.00 ,       6.02 ,,      29.30 ,      32.82 ,      32.93 
12/06/2024 16:00,      28.93 ,      96.00 ,    5075.00 ,    2388.00 ,       6.02 ,,      29.61 ,      33.02 ,      33.02 
12/06/2024 17:00,      26.10 ,      96.00 ,    5076.00 ,    2390.00 ,       6.02 ,,      29.83 ,      33.13 ,      33.13 
12/06/2024 18:00,      25.40 ,      95.90 ,    5078.00 ,    2390.00 ,       6.02 ,,      29.94 ,      33.35 ,      33.13 
12/06/2024 19:00,      23.96 ,      95.40 ,    5079.00 ,    2390.00 ,       6.01 ,,      29.85 ,      33.37 ,      33.26 
12/06/2024 20:00,      25.71 ,      96.20 ,    5080.00 ,    2390.00 ,       6.01 ,,      29.87 ,      33.39 ,      33.28 
12/06/2024 21:00,      24.38 ,      96.20 ,    5083.00 ,    2390.00 ,       6.01 ,,      29.87 ,      33.39 ,      33.39 
12/06/2024 22:00,      23.77 ,      95.40 ,    5084.00 ,    2390.00 ,       6.01 ,,      29.76 ,      33.39 ,      33.39 
12/06/2024 23:00,      23.31 ,      95.60 ,    5084.00 ,    2390.00 ,       6.01 ,,      29.65 ,      33.39 ,      33.39 
12/07/2024 00:00,      22.22 ,      94.60 ,    5086.00 ,    2390.00 ,       6.01 ,,      29.54 ,      33.28 ,      33.28 
12/07/2024 01:00,      22.80 ,      94.10 ,    5086.00 ,    2390.00 ,       6.01 ,,      29.43 ,      33.29 ,      33.29 
12/07/2024 02:00,      25.24 ,      94.20 ,    5087.00 ,    2390.00 ,       6.01 ,,      29.24 ,      33.20 ,      33.31 
12/07/2024 03:00,      23.25 ,      95.90 ,    5089.00 ,    2390.00 ,       6.01 ,,      29.24 ,      33.09 ,      33.20 
12/07/2024 04:00,      21.62 ,      94.60 ,    5093.00 ,    2390.00 ,       6.01 ,,      29.23 ,      32.97 ,      33.19 
12/07/2024 05:00,      21.79 ,      94.60 ,    5094.00 ,    2390.00 ,       6.01 ,,      29.11 ,      32.97 ,      33.19 
12/07/2024 06:00,      21.63 ,      94.70 ,    5095.00 ,    2390.00 ,       6.01 ,,      29.02 ,      32.87 ,      33.09 
12/07/2024 07:00,      21.32 ,      94.60 ,    5096.00 ,    2390.00 ,       6.01 ,,      28.92 ,      32.77 ,      32.99 
12/07/2024 08:00,      21.35 ,      93.70 ,    5097.00 ,    2390.00 ,       6.01 ,,      28.81 ,      32.78 ,      33.00 
12/07/2024 09:00,      22.54 ,      95.90 ,    5097.00 ,    2392.00 ,       6.01 ,,      28.70 ,      32.67 ,      32.89 
12/07/2024 10:00,      26.40 ,      96.10 ,    5098.00 ,    2400.00 ,       6.02 ,,      28.59 ,      32.56 ,      32.89 
12/07/2024 11:00,      29.23 ,      96.60 ,    5100.00 ,    2414.00 ,       6.01 ,,      28.89 ,      32.52 ,      32.74 
12/07/2024 12:00,      33.91 ,      96.40 ,    5102.00 ,    2429.00 ,       6.02 ,,      29.21 ,      32.73 ,      32.73 
12/07/2024 13:00,      49.27 ,      47.27 ,    5104.00 ,    2450.00 ,       6.02 ,,      29.61 ,      32.91 ,      32.80 
12/07/2024 14:00,      57.87 ,      23.10 ,    5112.00 ,    2466.00 ,       6.01 ,,      30.00 ,      33.08 ,      32.86 
12/07/2024 15:00,      57.06 ,      23.91 ,    5124.00 ,    2478.00 ,       6.01 ,,      30.27 ,      33.24 ,      33.02 
12/07/2024 16:00,      55.87 ,      23.78 ,    5137.00 ,    2483.00 ,       6.01 ,,      30.47 ,      33.43 ,      33.10 
12/07/2024 17:00,      54.73 ,      24.97 ,    5147.00 ,    2484.00 ,       6.01 ,,      30.66 ,      33.63 ,      33.19 
12/07/2024 18:00,      52.59 ,      28.06 ,    5156.00 ,    2484.00 ,       6.01 ,,      30.86 ,      33.72 ,      33.17 
12/07/2024 19:00,      51.88 ,      39.89 ,    5166.00 ,    2484.00 ,       6.01 ,,      30.97 ,      33.83 ,      33.28 
12/07/2024 20:00,      46.97 ,      61.91 ,    5171.00 ,    2484.00 ,       6.01 ,,      31.08 ,      33.94 ,      33.39 
12/07/2024 21:00,      42.40 ,      78.90 ,    5183.00 ,    2484.00 ,       6.01 ,,      31.21 ,      34.07 ,      33.41 
12/07/2024 22:00,      41.99 ,      79.60 ,    5189.00 ,    2484.00 ,       6.02 ,,      31.23 ,      34.09 ,      33.54 
12/07/2024 23:00,      42.92 ,      71.75 ,    5198.00 ,    2484.00 ,       6.02 ,,      31.35 ,      34.20 ,      33.54 
12/08/2024 00:00,      42.11 ,      72.19 ,    5204.00 ,    2484.00 ,       6.02 ,,      31.35 ,      34.32 ,      33.66 
12/08/2024 01:00,      40.28 ,      71.12 ,    5209.00 ,    2484.00 ,       6.02 ,,      31.46 ,      34.32 ,      33.66 
12/08/2024 02:00,      40.88 ,      39.24 ,    5217.00 ,    2484.00 ,       6.02 ,,      31.47 ,      34.44 ,      33.78 
12/08/2024 03:00,      39.29 ,      42.24 ,    5221.00 ,    2484.00 ,       6.02 ,,      31.50 ,      34.47 ,      33.81 
12/08/2024 04:00,      38.45 ,      48.92 ,    5223.00 ,    2484.00 ,       6.02 ,,      31.61 ,      34.47 ,      33.81 
12/08/2024 05:00,      37.62 ,      52.45 ,    5226.00 ,    2484.00 ,       6.02 ,,      31.61 ,      34.58 ,      33.92 
12/08/2024 06:00,      36.66 ,      52.32 ,    5230.00 ,    2484.00 ,       6.02 ,,      31.63 ,      34.60 ,      33.94 
12/08/2024 07:00,      32.94 ,      78.44 ,    5235.00 ,    2484.00 ,       6.02 ,,      31.63 ,      34.60 ,      33.94 
12/08/2024 08:00,      31.37 ,      79.14 ,    5241.00 ,    2484.00 ,       6.02 ,,      31.63 ,      34.71 ,      33.94 
12/08/2024 09:00,      33.47 ,      64.68 ,    5248.00 ,    2486.00 ,       6.02 ,,      31.65 ,      34.73 ,      34.07 
12/08/2024 10:00,      34.70 ,      58.97 ,    5254.00 ,    2489.00 ,       6.02 ,,      31.76 ,      34.73 ,      34.07 
12/08/2024 11:00,      37.81 ,      53.00 ,    5263.00 ,    2496.00 ,       6.02 ,,      31.76 ,      34.84 ,      34.07 
12/08/2024 12:00,      38.98 ,      51.32 ,    5269.00 ,    2506.00 ,       6.02 ,,      31.74 ,      34.82 ,      34.16 
12/08/2024 13:00,      40.15 ,      49.31 ,    5274.00 ,    2523.00 ,       6.02 ,,      31.74 ,      34.82 ,      34.16 
12/08/2024 14:00,      39.16 ,      52.38 ,    5279.00 ,    2535.00 ,       6.02 ,,      31.72 ,      34.80 ,      34.14 
12/08/2024 15:00,      38.89 ,      55.07 ,    5281.00 ,    2545.00 ,       6.02 ,,      31.82 ,      34.90 ,      34.24 
12/08/2024 16:00,      38.70 ,      52.97 ,    5283.00 ,    2551.00 ,       6.02 ,,      31.81 ,      34.89 ,      34.23 
12/08/2024 17:00,      34.97 ,      62.16 ,    5284.00 ,    2552.00 ,       6.02 ,,      31.81 ,      34.89 ,      34.23 
12/08/2024 18:00,      32.36 ,      73.04 ,    5287.00 ,    2552.00 ,       6.02 ,,      31.83 ,      34.91 ,      34.25 
12/08/2024 19:00,      31.00 ,      79.04 ,    5289.00 ,    2552.00 ,       6.02 ,,      31.85 ,      34.93 ,      34.38 
12/08/2024 20:00,      29.36 ,      82.40 ,    5292.00 ,    2552.00 ,       6.02 ,,      31.97 ,      35.05 ,      34.39 
12/08/2024 21:00,      27.59 ,      82.80 ,    5294.00 ,    2552.00 ,       6.02 ,,      31.87 ,      35.06 ,      34.40 
12/08/2024 22:00,      25.86 ,      83.30 ,    5298.00 ,    2552.00 ,       6.02 ,,      31.87 ,      35.06 ,      34.40 
12/08/2024 23:00,      29.96 ,      84.10 ,    5299.00 ,    2552.00 ,       6.02 ,,      31.88 ,      35.07 ,      34.41 
12/09/2024 00:00,      28.17 ,      84.60 ,    5301.00 ,    2552.00 ,       6.02 ,,      32.00 ,      35.08 ,      34.42 
